Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,44T,46T,47T,60T,62T,63T,57T,58T,67T,68T,69T,70T(เก่า),70T(ใหม่),71T,72T(เก่า),73T,74T,75T,76T,77T,78T,79T,80T,81T
1/1/2019,n/a,15,20,22,n/a,23,n/a,25,22,28,27,31,28,23,21,n/a,15,19,24,18,12,n/a,14,15,29,n/a,n/a,14,n/a,16,19,16,15,26,27,16,13,7,17,20,19,n/a,n/a,24,n/a,n/a,19,27,10,14,15,26,19,17,n/a,12,11,11,n/a,6,28,18,,23,14,n/a
2/1/2019,n/a,21,26,21,n/a,23,n/a,25,25,30,30,30,34,23,26,n/a,22,26,28,19,14,n/a,15,20,32,n/a,n/a,20,n/a,21,21,17,19,21,17,15,14,7,15,24,18,n/a,n/a,27,n/a,n/a,19,28,10,10,11,27,20,14,n/a,14,15,11,n/a,6,25,20,,35,21,n/a
3/1/2019,n/a,24,26,25,n/a,24,n/a,29,28,34,33,35,35,32,37,n/a,26,29,33,22,21,n/a,24,19,36,n/a,n/a,n/a,n/a,25,27,27,25,21,16,15,12,7,15,35,24,n/a,n/a,24,n/a,n/a,10,15,13,6,11,30,13,13,n/a,13,17,14,n/a,8,39,23,,39,16,n/a
4/1/2019,n/a,27,32,29,n/a,28,32,33,31,37,39,40,39,33,36,n/a,30,30,39,27,24,n/a,34,21,53,48,n/a,28,n/a,31,29,26,25,20,16,16,13,9,14,34,16,n/a,n/a,30,n/a,n/a,9,10,14,4,14,30,18,15,n/a,19,15,11,n/a,8,34,24,,45,10,n/a
5/1/2019,n/a,33,37,36,n/a,35,39,43,34,46,51,47,48,45,45,n/a,38,38,43,35,37,n/a,41,31,55,63,n/a,41,n/a,42,37,36,34,22,16,17,15,10,17,49,7,n/a,n/a,38,n/a,n/a,15,14,15,4,17,28,21,16,n/a,26,21,12,n/a,8,29,27,,48,13,n/a
6/1/2019,n/a,62,61,60,n/a,63,68,76,51,81,75,91,86,75,64,n/a,63,62,59,63,47,n/a,47,36,66,80,n/a,51,n/a,42,53,37,42,21,18,17,24,13,22,47,11,n/a,n/a,35,n/a,n/a,12,13,n/a,7,15,28,27,16,n/a,34,15,11,n/a,8,29,44,,52,8,n/a
7/1/2019,n/a,65,60,61,n/a,56,68,69,58,74,71,83,80,68,65,n/a,60,68,74,57,48,n/a,62,45,67,76,n/a,44,n/a,40,57,50,58,27,22,26,19,16,22,39,7,n/a,n/a,36,n/a,n/a,16,17,5,9,15,29,22,23,n/a,39,16,17,n/a,11,31,49,,59,9,n/a
8/1/2019,n/a,19,27,28,n/a,23,23,38,n/a,23,28,34,32,22,30,n/a,18,13,28,50,53,n/a,66,45,35,12,n/a,25,n/a,29,28,28,26,23,17,22,16,15,24,53,13,n/a,n/a,34,n/a,n/a,17,17,7,5,17,24,26,18,n/a,48,21,12,n/a,9,31,34,,52,10,n/a
9/1/2019,n/a,22,26,27,n/a,24,30,n/a,n/a,26,33,43,33,32,35,n/a,20,14,24,26,27,n/a,96,32,28,15,n/a,n/a,n/a,n/a,20,19,16,18,15,14,13,15,17,35,10,n/a,n/a,38,n/a,n/a,18,18,n/a,9,14,20,16,15,n/a,43,19,8,n/a,7,24,24,,39,10,n/a
10/1/2019,n/a,37,40,39,n/a,35,45,56,47,44,46,49,46,44,52,n/a,32,31,42,45,44,n/a,78,53,50,36,n/a,28,n/a,29,36,30,32,21,20,28,23,24,31,41,12,n/a,n/a,40,n/a,n/a,16,19,18,7,21,24,25,19,n/a,45,19,16,n/a,16,29,47,,58,9,n/a
11/1/2019,n/a,62,69,64,n/a,59,87,81,83,81,81,87,76,74,78,n/a,54,48,62,57,72,n/a,82,56,66,63,n/a,55,n/a,44,47,42,40,23,19,35,31,32,41,57,13,n/a,n/a,45,n/a,n/a,15,17,18,8,29,30,33,28,n/a,57,23,18,n/a,20,35,47,,71,11,n/a
12/1/2019,n/a,52,52,52,n/a,53,60,72,62,63,65,68,70,64,73,n/a,51,50,56,65,70,n/a,77,58,75,61,n/a,49,n/a,43,47,41,39,24,20,39,n/a,32,40,50,14,n/a,n/a,37,n/a,n/a,12,18,18,6,27,34,35,27,n/a,58,27,13,n/a,20,41,50,,70,8,n/a
13/1/2019,n/a,63,60,62,n/a,55,65,88,70,74,66,74,87,68,71,n/a,62,61,55,63,n/a,n/a,56,51,76,85,n/a,52,42,51,63,49,45,25,23,30,23,23,32,47,9,n/a,n/a,38,n/a,n/a,12,15,21,6,28,34,32,22,n/a,57,26,12,n/a,19,42,51,,60,7,n/a
14/1/2019,n/a,58,56,59,n/a,57,71,86,64,73,65,79,81,68,86,n/a,58,54,62,55,n/a,n/a,68,51,65,81,n/a,60,53,50,57,55,58,24,19,28,23,20,29,46,17,n/a,n/a,n/a,n/a,n/a,18,20,20,6,24,39,30,22,n/a,64,27,14,n/a,17,43,46,,53,11,n/a
15/1/2019,n/a,48,47,53,n/a,46,60,68,48,50,58,68,60,55,58,n/a,45,34,49,58,58,n/a,73,n/a,61,34,n/a,44,29,41,39,41,43,26,21,30,27,23,36,46,22,n/a,n/a,n/a,n/a,n/a,19,22,27,6,24,31,30,25,n/a,74,27,18,n/a,16,40,44,,65,16,n/a
16/1/2019,n/a,38,40,39,n/a,38,48,54,39,44,48,50,52,54,54,n/a,41,39,43,48,59,n/a,54,n/a,60,54,n/a,50,39,41,31,39,40,20,13,43,30,32,42,44,n/a,n/a,n/a,29,n/a,n/a,18,23,21,7,20,27,35,29,n/a,53,20,17,n/a,14,44,40,,53,14,n/a
17/1/2019,n/a,45,45,42,n/a,38,51,53,51,49,49,52,58,44,56,n/a,47,44,45,n/a,44,n/a,52,n/a,59,77,n/a,53,48,41,47,48,50,25,22,32,22,19,28,44,18,n/a,n/a,23,n/a,n/a,14,17,19,7,17,34,33,25,n/a,33,18,16,n/a,12,41,34,,58,8,n/a
18/1/2019,n/a,26,31,32,n/a,32,35,35,38,34,35,40,38,34,46,n/a,27,27,33,36,22,n/a,35,n/a,59,60,n/a,33,30,25,25,23,26,30,29,30,19,17,23,28,13,n/a,n/a,28,n/a,n/a,17,18,21,8,18,41,27,22,n/a,15,21,16,n/a,13,43,23,,41,10,n/a
19/1/2019,n/a,39,46,45,n/a,44,52,51,57,53,53,55,56,49,48,n/a,46,42,49,40,34,n/a,46,n/a,67,69,n/a,38,36,40,n/a,36,43,36,31,32,33,27,36,41,13,n/a,n/a,34,n/a,n/a,15,18,27,8,18,39,32,28,n/a,37,19,24,n/a,14,42,40,,47,9,n/a
20/1/2019,n/a,50,49,52,n/a,44,60,80,62,64,62,57,67,62,68,n/a,57,54,66,51,52,n/a,68,n/a,72,89,n/a,59,46,54,44,52,49,31,25,36,36,26,37,51,21,n/a,n/a,45,n/a,n/a,19,19,29,6,24,39,37,32,n/a,61,21,25,n/a,16,41,48,,56,10,n/a
21/1/2019,n/a,57,66,60,n/a,55,71,86,72,83,74,75,82,73,78,n/a,65,56,61,61,61,n/a,62,n/a,75,86,n/a,72,55,67,61,58,59,26,21,28,34,20,37,51,20,n/a,n/a,29,n/a,n/a,21,22,24,7,25,39,43,24,n/a,44,23,26,n/a,18,45,45,,68,12,n/a
22/1/2019,n/a,40,40,43,n/a,39,52,59,52,50,50,52,57,47,73,n/a,46,42,46,53,52,n/a,n/a,n/a,65,67,n/a,54,46,51,60,48,51,30,26,35,37,28,43,46,25,n/a,n/a,27,n/a,n/a,23,24,29,7,21,44,41,25,n/a,28,18,28,n/a,18,44,33,,70,15,n/a
23/1/2019,n/a,41,41,39,n/a,36,50,60,47,45,49,47,58,43,55,n/a,45,45,50,48,n/a,n/a,n/a,38,67,76,n/a,43,37,35,46,30,35,37,31,40,34,30,41,41,27,n/a,n/a,36,n/a,n/a,21,23,34,n/a,24,48,38,32,n/a,30,23,28,n/a,16,47,39,,52,15,n/a
24/1/2019,n/a,48,45,39,n/a,36,51,55,46,43,45,46,56,38,56,n/a,45,48,49,51,n/a,n/a,74,59,80,76,n/a,40,39,37,51,43,45,31,23,39,37,32,45,56,24,n/a,n/a,48,n/a,n/a,24,27,23,n/a,28,43,47,29,n/a,42,36,11,n/a,20,46,51,,73,20,n/a
25/1/2019,n/a,60,63,59,n/a,50,74,86,74,71,66,66,81,56,87,n/a,70,65,89,57,n/a,n/a,83,58,87,106,n/a,51,47,43,60,43,51,32,25,43,37,29,46,60,33,n/a,n/a,54,n/a,n/a,26,32,18,14,30,47,54,27,n/a,64,40,17,n/a,14,59,54,,84,22,n/a
26/1/2019,n/a,51,50,52,n/a,46,64,72,60,58,61,57,70,52,70,n/a,51,54,62,63,56,n/a,66,53,89,103,n/a,65,57,48,62,54,56,30,27,40,34,22,40,50,36,n/a,n/a,37,n/a,n/a,25,34,26,33,27,42,47,24,n/a,51,31,23,n/a,17,70,62,,76,21,n/a
27/1/2019,n/a,40,42,43,n/a,42,50,43,47,46,50,47,53,43,48,n/a,39,41,47,49,52,n/a,47,41,77,67,n/a,43,34,38,53,41,39,43,44,54,43,28,40,45,22,n/a,n/a,45,n/a,n/a,19,26,27,37,30,52,44,31,n/a,33,31,27,n/a,22,53,55,,64,15,n/a
28/1/2019,n/a,55,54,51,n/a,49,65,63,60,57,63,59,66,51,62,n/a,54,57,62,55,56,n/a,61,50,82,103,n/a,49,46,42,59,46,54,44,44,45,45,30,46,58,34,n/a,n/a,46,n/a,n/a,25,25,36,60,34,53,45,32,n/a,44,35,31,n/a,20,73,66,,73,16,n/a
29/1/2019,n/a,65,67,61,n/a,56,n/a,87,71,71,72,65,76,61,74,n/a,71,71,75,63,53,n/a,66,51,83,134,n/a,57,50,43,65,65,54,45,46,49,39,35,46,63,33,n/a,n/a,39,n/a,n/a,21,24,39,51,32,57,50,33,n/a,53,27,37,n/a,22,74,64,,82,18,n/a
30/1/2019,n/a,79,84,81,n/a,70,94,104,92,84,89,90,93,78,86,n/a,77,92,84,88,79,n/a,91,72,89,113,n/a,56,44,50,74,62,74,47,47,49,51,47,53,68,24,n/a,n/a,46,n/a,n/a,17,20,40,30,30,62,55,39,n/a,70,30,39,n/a,23,75,65,,100,12,n/a
31/1/2019,n/a,58,59,52,n/a,56,69,87,66,71,70,69,71,65,84,n/a,56,n/a,65,81,83,n/a,103,79,102,97,n/a,46,30,47,62,45,55,39,38,52,60,47,59,70,19,n/a,n/a,49,n/a,n/a,16,20,39,22,33,55,65,42,n/a,69,31,25,n/a,23,68,68,,98,11,n/a
1/2/2019,n/a,32,34,39,n/a,33,43,52,44,41,45,50,47,38,43,n/a,33,34,43,45,51,n/a,76,50,53,35,n/a,30,21,24,42,32,33,38,42,51,45,36,45,56,22,n/a,n/a,31,n/a,n/a,18,21,31,32,33,47,50,34,n/a,51,31,27,n/a,25,72,48,,78,12,n/a
2/2/2019,n/a,29,32,32,n/a,29,37,48,40,37,39,46,40,34,45,n/a,25,30,33,44,59,n/a,68,56,56,32,n/a,29,22,30,42,32,32,45,47,57,56,46,58,48,15,n/a,n/a,42,n/a,n/a,13,16,35,51,33,51,58,39,n/a,48,34,31,n/a,26,73,n/a,,64,9,n/a
3/2/2019,n/a,21,26,25,n/a,21,28,31,29,26,29,36,31,24,29,n/a,20,25,27,29,25,n/a,60,42,30,27,n/a,n/a,22,25,30,29,36,30,29,53,55,43,56,54,12,n/a,n/a,66,n/a,n/a,12,13,29,34,40,40,61,39,n/a,46,49,20,n/a,32,60,n/a,,48,8,n/a
4/2/2019,n/a,20,27,28,n/a,21,30,38,31,27,30,35,31,27,29,n/a,21,21,24,32,39,n/a,65,42,33,23,n/a,22,15,20,23,23,21,23,22,33,38,31,47,61,16,n/a,n/a,76,n/a,n/a,17,18,21,40,29,31,65,30,n/a,35,50,17,n/a,20,48,41,,45,12,n/a
5/2/2019,n/a,20,24,28,n/a,21,29,35,30,24,31,38,34,26,24,n/a,20,22,28,31,34,n/a,64,41,32,23,n/a,21,13,22,24,24,22,20,18,29,41,25,44,70,n/a,n/a,n/a,74,n/a,n/a,17,18,24,38,19,29,64,26,n/a,35,51,18,n/a,15,39,42,,46,15,n/a
6/2/2019,n/a,12,17,21,n/a,17,22,33,24,18,23,29,28,18,21,n/a,15,17,19,26,29,n/a,39,30,24,18,n/a,19,n/a,16,19,18,15,26,24,47,56,35,67,47,22,n/a,n/a,99,n/a,n/a,17,24,27,42,30,35,84,32,n/a,22,49,24,n/a,15,36,27,,38,15,n/a
7/2/2019,n/a,16,19,23,n/a,21,25,37,27,22,24,30,32,21,26,n/a,19,19,20,28,31,n/a,43,32,28,22,n/a,22,n/a,19,23,21,16,26,24,76,64,68,85,28,20,n/a,n/a,94,n/a,n/a,16,20,35,42,47,40,58,40,n/a,25,57,27,n/a,25,52,34,,38,11,n/a
8/2/2019,n/a,14,22,24,n/a,21,26,41,25,21,25,34,32,20,26,n/a,19,18,22,28,32,n/a,50,37,32,14,n/a,20,n/a,15,21,21,19,25,21,49,65,45,46,43,13,n/a,n/a,97,n/a,n/a,16,17,34,41,39,36,76,35,n/a,26,62,25,n/a,19,59,37,,42,11,n/a
9/2/2019,n/a,9,15,20,n/a,15,19,34,20,16,20,28,25,17,20,n/a,13,14,16,26,26,n/a,54,30,28,7,n/a,19,11,17,17,19,15,25,24,49,96,44,82,53,20,n/a,n/a,100,n/a,n/a,14,18,39,38,33,36,65,33,n/a,26,75,26,n/a,22,48,31,,40,11,n/a
10/2/2019,n/a,13,18,22,n/a,18,22,27,25,20,23,30,28,20,20,n/a,18,19,23,29,25,n/a,44,30,32,12,n/a,22,16,16,24,24,21,29,26,66,115,52,90,51,22,n/a,n/a,99,n/a,n/a,17,20,41,43,45,49,90,34,n/a,27,78,29,n/a,30,44,33,,42,13,n/a
11/2/2019,n/a,16,22,24,n/a,22,26,38,27,23,26,28,33,23,26,n/a,18,20,23,34,29,n/a,50,36,29,15,n/a,20,15,13,22,22,22,39,38,86,106,111,102,35,15,n/a,n/a,68,n/a,n/a,17,20,35,52,59,60,129,40,n/a,34,64,33,n/a,49,51,34,,35,9,n/a
12/2/2019,n/a,24,25,33,n/a,25,34,42,36,27,36,36,39,31,37,n/a,25,23,28,32,40,n/a,63,42,38,17,n/a,18,17,15,24,29,21,82,74,88,71,95,71,30,18,n/a,n/a,45,n/a,n/a,17,13,59,45,58,90,101,67,n/a,36,23,60,n/a,46,58,52,,41,10,n/a
13/2/2019,n/a,45,44,52,n/a,50,59,64,62,58,61,67,66,55,58,n/a,47,52,52,60,57,n/a,75,60,78,64,n/a,32,30,31,34,40,35,74,72,54,37,41,55,42,15,n/a,n/a,65,n/a,n/a,19,18,57,41,45,74,60,59,n/a,52,36,62,n/a,40,54,66,,70,10,n/a
14/2/2019,n/a,19,28,28,n/a,24,29,42,31,27,28,39,34,25,29,n/a,22,21,24,37,39,n/a,71,40,41,19,n/a,20,17,21,24,22,20,42,42,56,40,49,62,53,17,n/a,n/a,61,n/a,n/a,14,20,36,35,55,60,61,40,n/a,43,43,36,n/a,41,51,43,,65,11,n/a
15/2/2019,n/a,18,24,26,n/a,22,27,36,29,24,26,31,32,23,26,n/a,21,20,23,27,31,n/a,48,33,29,16,n/a,19,15,20,23,23,18,46,38,65,49,55,68,38,16,n/a,n/a,74,n/a,n/a,17,22,42,34,59,72,55,52,n/a,34,60,40,n/a,47,54,32,,43,9,n/a
16/2/2019,n/a,14,19,22,n/a,21,21,32,25,21,22,30,28,20,28,n/a,17,17,17,25,27,n/a,46,30,30,15,n/a,18,12,17,20,20,15,56,46,54,43,52,62,36,20,n/a,n/a,79,n/a,n/a,17,20,47,37,46,75,48,52,n/a,28,69,47,n/a,44,49,28,,46,10,n/a
17/2/2019,n/a,10,14,17,n/a,15,18,27,20,17,16,22,25,17,22,n/a,13,15,15,19,23,n/a,34,23,27,13,n/a,13,9,14,18,16,14,40,41,28,20,31,32,39,20,n/a,n/a,52,n/a,n/a,21,19,32,34,30,51,27,29,n/a,21,27,39,n/a,21,40,28,,39,12,n/a
18/2/2019,n/a,8,12,15,n/a,13,16,30,20,14,16,19,25,14,23,n/a,11,12,14,19,23,n/a,36,22,25,12,n/a,15,9,14,16,14,14,47,45,43,27,39,41,27,15,n/a,n/a,42,n/a,n/a,19,19,29,43,39,56,33,46,n/a,21,22,34,n/a,29,40,26,,27,13,n/a
19/2/2019,n/a,5,n/a,13,n/a,7,13,23,16,13,13,15,21,11,14,n/a,8,10,13,17,19,n/a,29,16,12,9,n/a,12,8,11,14,18,12,60,52,47,27,41,44,27,17,n/a,n/a,51,n/a,n/a,19,19,32,49,42,63,36,59,n/a,20,25,40,n/a,34,55,22,,28,12,n/a
20/2/2019,n/a,7,n/a,15,n/a,8,16,34,19,14,14,19,22,14,19,n/a,10,11,13,15,23,n/a,34,22,23,11,n/a,12,11,16,13,20,10,57,51,59,37,51,54,34,16,n/a,n/a,60,n/a,n/a,19,16,34,43,49,66,41,60,n/a,21,30,42,n/a,36,52,27,,31,13,n/a
21/2/2019,n/a,13,16,20,n/a,13,21,33,24,18,20,26,26,17,21,n/a,14,14,16,22,26,n/a,41,26,26,14,n/a,19,14,19,11,25,15,63,56,93,42,68,62,41,14,n/a,n/a,70,n/a,n/a,18,16,32,49,60,83,59,46,n/a,25,32,42,n/a,43,58,29,,42,9,n/a
22/2/2019,n/a,9,13,16,n/a,10,18,31,18,15,16,22,24,14,23,n/a,13,12,14,23,28,n/a,42,22,28,15,n/a,17,12,13,10,18,11,59,63,87,41,82,68,45,18,n/a,n/a,69,n/a,n/a,17,17,42,59,58,91,65,48,n/a,24,39,49,n/a,42,56,27,,41,9,n/a
23/2/2019,n/a,13,17,19,n/a,16,21,34,23,18,20,27,27,18,24,n/a,16,15,17,19,22,n/a,41,26,26,18,n/a,15,12,12,14,19,14,71,64,90,57,89,77,36,21,n/a,n/a,67,n/a,n/a,15,17,46,67,64,73,67,74,n/a,19,49,n/a,n/a,51,48,30,,42,13,n/a
24/2/2019,n/a,13,17,21,n/a,15,21,26,22,18,21,31,29,18,21,n/a,15,14,19,22,27,n/a,39,28,25,18,n/a,21,13,12,14,14,14,56,48,67,47,63,55,44,21,n/a,n/a,70,n/a,n/a,18,19,51,61,66,51,57,67,n/a,20,58,n/a,n/a,52,37,27,,43,12,n/a
25/2/2019,n/a,14,18,23,n/a,16,21,33,24,20,22,26,30,19,20,n/a,15,15,21,22,28,n/a,31,26,28,19,n/a,21,16,19,15,26,19,55,46,85,55,72,68,36,22,n/a,n/a,61,n/a,n/a,17,20,53,67,70,58,73,66,n/a,32,64,63,n/a,61,39,24,,39,9,n/a
26/2/2019,n/a,17,19,21,n/a,18,23,35,26,21,23,29,29,20,25,n/a,16,16,20,29,27,n/a,39,26,30,20,n/a,19,14,19,20,18,16,63,58,76,52,77,84,34,13,n/a,n/a,57,n/a,n/a,15,18,45,81,68,60,60,82,n/a,31,47,60,n/a,65,43,32,,33,8,n/a
27/2/2019,n/a,19,24,29,n/a,22,27,43,30,25,29,32,35,25,34,n/a,22,20,25,36,41,n/a,49,40,33,24,n/a,26,22,25,20,28,20,63,62,68,38,72,88,34,18,n/a,n/a,62,n/a,n/a,19,19,50,n/a,69,72,51,71,n/a,42,27,50,n/a,62,52,41,,40,11,n/a
28/2/2019,n/a,21,24,32,n/a,25,33,43,34,27,30,38,39,28,31,n/a,25,24,25,37,38,n/a,54,37,35,26,n/a,26,20,24,23,28,22,69,66,75,42,55,71,49,24,n/a,n/a,74,n/a,n/a,26,24,46,94,53,67,57,58,n/a,38,33,54,n/a,46,59,40,,43,15,n/a
1/3/2019,n/a,20,24,28,n/a,24,29,40,31,25,28,36,34,25,33,n/a,25,24,24,31,35,n/a,43,32,37,26,n/a,23,20,18,23,29,25,51,47,59,30,46,55,41,31,n/a,n/a,85,n/a,n/a,20,25,48,82,49,49,51,43,n/a,42,40,56,n/a,33,51,42,,47,23,n/a
2/3/2019,n/a,22,25,26,n/a,26,31,37,32,25,29,36,37,26,30,n/a,24,23,26,31,n/a,n/a,42,30,34,25,n/a,29,19,17,24,24,23,49,42,60,35,51,54,43,29,n/a,n/a,77,n/a,n/a,22,25,50,96,52,46,47,44,n/a,35,43,64,n/a,40,49,37,,43,18,n/a
3/3/2019,n/a,18,24,24,n/a,24,29,33,30,23,26,35,34,24,30,n/a,20,20,21,27,34,n/a,43,32,32,25,n/a,18,n/a,17,17,17,20,50,41,70,38,56,52,41,24,n/a,n/a,64,n/a,n/a,26,27,48,82,59,51,51,60,n/a,25,46,58,n/a,51,42,30,,39,24,n/a
4/3/2019,n/a,15,20,22,n/a,17,22,34,25,19,20,26,33,19,23,n/a,18,19,20,23,23,n/a,32,24,23,20,n/a,22,n/a,12,20,18,17,40,36,57,39,63,55,40,28,n/a,n/a,49,n/a,n/a,29,28,45,75,63,52,49,58,n/a,20,44,60,n/a,61,33,27,,40,24,n/a
5/3/2019,n/a,22,24,27,n/a,22,31,40,32,25,28,30,39,24,31,n/a,24,20,27,34,32,n/a,45,31,33,28,n/a,23,20,14,26,31,26,30,25,45,40,59,50,36,32,n/a,n/a,48,n/a,n/a,20,25,36,48,54,42,45,71,n/a,28,37,63,n/a,60,26,38,,39,23,n/a
6/3/2019,n/a,23,25,28,n/a,20,31,45,32,28,28,34,39,25,35,n/a,24,30,27,31,27,n/a,50,34,35,30,n/a,16,15,12,20,22,20,32,23,42,34,54,38,38,22,n/a,n/a,68,n/a,n/a,24,25,31,46,54,28,n/a,n/a,n/a,28,51,60,n/a,64,24,32,,26,20,n/a
7/3/2019,n/a,11,13,19,n/a,11,18,33,21,16,17,21,26,15,21,n/a,14,16,15,21,27,n/a,32,24,38,16,n/a,18,13,12,17,15,11,40,31,67,50,60,56,51,26,n/a,n/a,59,n/a,n/a,22,25,38,56,74,28,n/a,n/a,n/a,25,54,48,n/a,68,29,28,,35,16,n/a
8/3/2019,n/a,12,16,19,n/a,14,19,35,23,16,19,23,28,16,19,n/a,13,18,20,26,27,n/a,41,29,24,9,n/a,19,16,19,20,19,15,48,43,53,45,58,44,51,26,n/a,n/a,61,n/a,n/a,28,29,40,74,71,36,50,n/a,n/a,21,55,58,n/a,63,27,32,,35,16,n/a
9/3/2019,n/a,11,14,16,n/a,14,19,26,22,15,17,23,26,15,16,n/a,12,15,17,26,30,n/a,44,26,17,9,n/a,17,12,15,17,24,14,41,35,42,34,42,35,39,21,n/a,n/a,72,n/a,n/a,23,27,39,68,61,36,52,n/a,n/a,22,45,64,n/a,55,39,25,,38,17,n/a
