Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,44T,46T,47T,60T,62T,63T,57T,58T,67T,68T,69T,70T(เก่า),70T(ใหม่),71T,72T(เก่า),73T,74T,75T,76T,77T,78T,79T,80T,81T
31/7/2019,n/a,11,11,12,n/a,14,16,n/a,17,13,18,18,20,11,22,10,11,23,16,10,10,n/a,13,10,10,12,12,9,13,10,12,17,7,17,12,11,10,6,9,7,16,13,26,16,16,9,26,27,5,6,6,15,8,n/a,4,8,8,6,n/a,4,9,16,,7,19,9
1/8/2019,n/a,11,10,13,n/a,11,14,30,16,11,20,17,19,12,20,9,10,22,16,9,10,n/a,13,10,12,13,11,8,13,6,12,11,7,13,10,8,9,5,6,8,16,9,23,14,15,n/a,23,27,4,4,6,11,5,n/a,5,5,7,7,n/a,3,5,14,,8,18,8
2/8/2019,n/a,11,8,11,n/a,11,12,25,15,11,17,19,20,9,17,9,10,27,18,10,9,n/a,21,7,9,15,12,10,15,8,12,15,7,13,9,10,9,6,7,10,17,14,31,13,13,10,27,37,5,4,6,12,6,n/a,6,6,5,11,n/a,5,6,11,,7,22,7
3/8/2019,n/a,10,8,12,n/a,11,13,23,14,10,17,19,19,11,16,10,10,23,14,11,10,n/a,21,12,n/a,11,11,7,14,6,9,15,8,12,7,10,13,9,6,15,17,12,30,14,15,6,32,41,5,4,8,9,8,n/a,6,8,n/a,3,n/a,5,6,14,,n/a,21,8
4/8/2019,n/a,7,7,10,n/a,10,11,16,12,7,13,22,18,10,14,6,6,20,11,7,7,n/a,12,8,10,9,10,7,12,7,8,11,6,16,11,9,11,6,7,18,11,9,40,16,13,6,33,44,4,4,6,11,7,n/a,5,9,8,8,n/a,3,6,11,,7,34,5
5/8/2019,n/a,6,7,11,n/a,9,13,26,14,8,14,16,18,9,14,7,9,22,12,9,10,n/a,13,5,11,6,9,7,13,10,8,11,6,11,8,9,n/a,6,7,16,12,9,43,17,14,7,44,44,4,3,7,8,7,n/a,5,10,11,5,n/a,4,7,12,,9,35,6
6/8/2019,n/a,11,8,12,n/a,9,14,32,16,12,17,22,20,10,15,12,13,25,14,12,8,n/a,12,7,10,11,10,8,n/a,11,9,9,8,13,7,9,n/a,8,7,11,10,10,38,16,13,8,42,43,5,4,7,10,12,n/a,8,8,11,7,n/a,4,8,14,,7,32,8
7/8/2019,n/a,15,9,13,n/a,8,15,38,16,14,18,17,23,12,19,13,11,23,14,9,10,n/a,17,11,9,13,10,7,10,8,10,9,6,14,9,8,12,6,7,8,13,11,32,16,14,7,40,39,6,4,8,11,7,n/a,6,8,8,8,n/a,5,7,14,,8,25,8
8/8/2019,n/a,13,10,12,n/a,10,13,31,15,11,15,19,21,10,18,12,13,26,18,8,7,n/a,14,10,8,16,11,7,9,9,9,12,10,14,9,12,10,8,9,8,16,9,22,14,13,8,31,29,6,5,7,12,7,n/a,6,8,7,7,n/a,6,6,12,,6,16,7
9/8/2019,n/a,14,11,13,n/a,13,16,39,19,13,18,20,20,12,20,11,14,23,14,9,6,n/a,16,7,10,15,8,7,9,9,9,10,7,18,13,12,8,6,9,7,12,6,17,18,11,4,28,27,6,6,6,15,7,n/a,8,7,12,11,n/a,5,6,12,,7,14,6
10/8/2019,n/a,5,7,9,n/a,8,11,21,11,6,13,17,14,7,16,10,10,22,9,11,8,n/a,16,5,n/a,n/a,6,6,11,7,9,n/a,6,15,12,10,8,8,6,10,7,6,16,14,10,8,9,12,5,6,5,14,5,n/a,6,7,6,5,n/a,3,5,10,,7,6,5
11/8/2019,n/a,4,7,9,n/a,8,13,15,12,6,12,15,17,7,14,8,10,21,9,7,13,n/a,12,5,10,4,n/a,7,11,7,10,n/a,7,13,9,9,8,6,7,13,10,7,17,15,13,n/a,21,22,4,5,5,11,6,n/a,4,10,4,8,n/a,4,8,11,,10,18,6
12/8/2019,n/a,5,6,9,n/a,8,12,15,12,6,11,17,16,9,10,6,8,22,11,13,12,n/a,17,9,10,5,9,8,11,7,10,9,9,16,11,12,9,8,10,10,10,9,31,19,14,n/a,20,34,6,6,8,16,11,n/a,8,9,6,8,n/a,4,10,n/a,,8,24,8
13/8/2019,n/a,8,11,11,n/a,11,16,27,15,9,18,21,19,12,18,10,10,23,14,17,14,n/a,19,11,12,7,12,8,12,9,12,9,10,18,15,12,8,11,12,12,18,8,36,19,15,12,25,30,8,7,12,16,11,n/a,9,8,8,9,n/a,6,11,15,,12,25,9
14/8/2019,n/a,16,17,17,n/a,15,19,30,21,17,23,23,23,18,23,14,15,25,17,15,13,n/a,17,11,13,11,13,8,11,11,12,13,9,20,17,13,10,8,11,11,12,6,23,17,18,13,18,22,10,6,10,15,9,n/a,9,10,10,12,n/a,7,10,20,,9,12,11
15/8/2019,n/a,12,14,14,n/a,18,19,30,18,14,22,28,23,14,19,14,13,25,17,13,16,n/a,22,15,13,11,13,10,11,13,11,13,11,20,16,15,11,10,14,16,14,5,14,18,20,13,13,12,8,9,9,19,10,n/a,9,11,10,9,n/a,6,13,18,,16,6,13
16/8/2019,n/a,13,14,14,n/a,15,19,35,20,17,21,27,24,15,21,17,15,24,15,14,15,n/a,23,14,15,14,13,8,11,11,13,12,12,17,13,15,8,8,14,20,6,5,13,22,21,13,9,14,7,10,7,17,8,n/a,7,11,10,9,n/a,4,15,17,,13,5,12
17/8/2019,n/a,6,7,12,n/a,12,13,25,14,9,10,19,18,9,14,10,10,20,14,11,11,n/a,16,8,9,9,10,7,12,6,9,10,8,20,17,15,8,8,11,14,8,7,19,21,13,10,15,23,8,7,9,16,9,n/a,9,7,8,9,n/a,5,10,14,,11,15,10
18/8/2019,10,8,8,n/a,7,11,12,17,14,7,10,18,17,10,15,8,8,22,13,12,8,8,18,11,10,9,10,8,12,7,10,9,6,17,12,13,9,8,11,9,13,7,20,16,14,9,16,19,11,6,11,14,11,n/a,11,8,7,10,n/a,7,7,15,,7,19,6
19/8/2019,11,12,11,n/a,11,18,15,27,16,12,10,19,22,13,17,11,12,22,13,10,13,11,17,11,11,12,13,8,11,8,10,n/a,9,14,9,8,10,6,7,9,15,9,31,17,16,11,16,24,8,4,8,10,8,n/a,6,11,7,10,n/a,5,5,21,,8,30,n/a
20/8/2019,11,10,12,15,12,14,15,31,17,12,11,25,18,13,19,11,12,25,16,12,10,9,21,7,12,11,12,8,13,7,11,11,9,14,10,9,10,6,8,8,20,10,40,13,12,8,22,40,8,3,9,10,7,n/a,6,9,6,8,16,6,6,12,,7,27,n/a
21/8/2019,7,6,10,11,8,14,10,29,14,8,7,20,n/a,11,20,7,8,19,10,11,8,10,10,4,11,8,10,7,10,7,9,10,7,14,9,9,9,7,8,9,16,7,23,14,11,7,n/a,24,8,4,5,10,7,n/a,5,8,5,8,14,4,4,10,,5,14,n/a
22/8/2019,10,10,9,14,11,11,10,31,15,11,9,19,n/a,12,22,14,12,25,11,13,10,9,17,10,12,15,12,8,13,8,12,9,8,12,7,6,9,6,5,10,10,6,11,15,12,10,n/a,18,9,4,6,9,7,n/a,6,10,10,5,15,4,7,14,,7,6,9
23/8/2019,7,9,9,12,13,11,12,29,18,11,11,26,15,12,25,13,14,24,14,18,12,14,17,7,11,9,12,7,13,5,10,n/a,8,13,7,5,9,6,6,11,11,7,14,16,13,9,10,18,7,3,6,9,6,n/a,5,8,8,6,n/a,4,6,12,,6,8,10
24/8/2019,10,12,9,12,10,13,9,38,17,12,9,23,14,11,19,9,11,21,11,8,11,9,19,9,8,11,11,6,13,5,7,9,7,10,5,4,11,5,5,8,10,4,16,15,15,8,10,19,8,3,6,8,5,n/a,3,8,3,8,13,4,6,13,,6,10,7
25/8/2019,7,8,9,10,6,12,8,22,13,9,7,21,12,9,13,6,9,20,9,7,8,7,12,10,8,9,8,5,9,4,7,6,6,12,7,6,9,8,7,8,7,7,12,14,13,8,8,14,14,3,6,9,5,n/a,6,8,5,11,n/a,8,6,9,,5,4,5
26/8/2019,5,9,6,9,5,8,7,23,13,8,6,18,9,9,12,7,7,19,9,6,6,6,11,7,8,8,10,7,9,6,7,11,6,15,10,6,9,7,8,9,12,6,20,14,11,4,8,15,17,3,6,12,6,n/a,7,8,6,15,17,8,6,7,,5,7,4
27/8/2019,8,14,8,11,9,12,9,33,16,11,8,17,14,10,20,6,12,21,12,8,8,7,19,8,7,13,10,4,12,5,7,10,6,16,12,7,10,7,8,7,11,7,19,13,14,n/a,10,15,14,4,8,13,8,n/a,9,7,8,15,14,6,7,15,,5,9,5
28/8/2019,10,11,7,10,9,9,10,30,14,11,7,20,14,10,14,7,11,21,10,9,9,9,21,10,10,10,10,6,11,5,7,9,6,15,8,6,7,7,7,13,8,8,16,19,14,7,15,17,10,4,6,9,5,n/a,6,9,8,9,14,4,7,14,,7,8,8
29/8/2019,8,10,7,11,8,10,10,27,14,10,8,19,14,10,23,8,11,27,15,9,12,8,22,10,8,13,8,6,11,9,7,11,6,16,11,7,8,7,9,8,10,8,20,16,16,8,13,17,9,3,8,15,5,n/a,7,10,8,7,12,8,8,13,,9,9,4
30/8/2019,10,12,9,12,9,12,10,34,15,12,9,25,16,13,28,9,11,23,12,9,10,11,16,8,10,11,8,6,11,8,6,8,5,15,12,8,13,n/a,8,9,7,6,18,14,14,7,15,19,11,6,6,15,7,n/a,10,7,5,8,11,n/a,8,n/a,,7,8,10
31/8/2019,6,5,6,8,7,11,8,24,10,7,5,19,11,8,18,7,9,16,9,13,13,7,17,9,9,5,8,5,11,7,8,6,6,12,7,4,9,4,5,8,9,11,27,12,11,5,18,29,5,4,5,8,4,n/a,6,8,5,7,13,3,6,9,,6,19,5
1/9/2019,7,4,4,11,7,7,9,15,12,7,6,18,15,9,11,6,8,21,10,18,9,8,12,5,8,7,8,6,11,10,8,9,6,11,5,4,11,n/a,5,8,8,7,30,14,10,4,26,38,6,4,6,9,6,n/a,4,8,6,4,15,4,5,9,,6,18,5
2/9/2019,7,12,10,13,9,10,12,29,16,11,10,22,17,12,15,9,12,25,15,9,15,9,27,9,10,13,9,5,10,8,8,12,5,13,7,5,9,n/a,5,10,9,7,26,11,15,6,32,45,4,4,4,9,5,n/a,6,7,5,5,12,n/a,6,12,,6,13,8
3/9/2019,6,13,11,12,9,11,14,38,16,12,10,23,18,9,19,12,13,28,16,9,7,9,16,10,11,13,12,10,11,12,9,11,7,11,7,8,9,n/a,5,9,16,9,43,13,12,4,30,44,6,3,6,10,6,n/a,8,7,6,6,17,6,7,10,,7,19,7
4/9/2019,10,14,13,15,11,11,14,38,18,13,11,20,19,15,23,10,12,24,14,9,8,11,18,7,11,16,13,8,10,11,10,12,6,15,11,7,9,6,10,7,15,10,51,13,13,8,26,45,7,3,9,11,7,n/a,8,7,8,7,17,6,7,11,,6,41,8
5/9/2019,14,12,9,14,10,13,15,34,18,16,11,21,19,14,21,10,12,21,10,9,9,10,21,10,9,14,10,8,11,6,9,9,6,14,9,4,9,7,8,8,16,12,55,14,13,7,25,39,9,3,9,9,6,n/a,7,8,8,10,15,8,6,12,,6,33,7
6/9/2019,14,16,16,18,15,10,19,30,23,18,14,25,23,17,25,13,18,25,13,13,12,11,19,12,12,20,8,7,10,7,11,11,10,14,7,10,8,6,8,9,21,14,42,15,14,9,29,40,7,3,8,8,7,n/a,5,7,8,9,15,7,6,13,,7,34,9
7/9/2019,14,18,16,15,18,15,19,34,22,18,14,24,25,15,27,21,20,30,20,17,14,14,24,14,15,21,16,10,13,13,15,13,11,12,8,n/a,9,7,7,8,21,16,58,15,19,15,34,38,6,4,7,11,7,n/a,5,n/a,9,6,18,7,7,19,,10,52,12
8/9/2019,11,13,10,13,11,13,16,26,18,12,11,23,21,14,26,14,14,30,16,11,13,10,20,13,13,15,12,10,12,9,11,12,8,15,11,n/a,9,6,7,10,17,14,52,16,15,14,22,32,7,5,8,10,8,n/a,5,n/a,9,7,19,7,9,16,,8,39,8
9/9/2019,9,12,12,14,12,13,16,34,18,13,11,18,23,13,21,13,14,27,14,11,15,9,26,12,10,14,15,9,14,17,11,17,9,16,13,9,9,8,10,9,12,11,42,17,17,8,19,28,6,6,9,13,9,n/a,8,10,8,8,17,8,8,13,,8,20,7
10/9/2019,13,13,12,15,14,11,13,33,18,14,11,19,23,12,21,13,16,25,17,11,12,11,24,9,6,11,11,8,13,6,11,8,10,16,10,7,11,9,10,9,12,8,41,19,13,10,27,36,6,5,12,13,12,n/a,8,11,9,10,17,7,7,13,,7,25,8
11/9/2019,9,14,15,16,13,12,18,36,22,16,15,22,22,13,26,16,12,29,17,14,11,10,26,10,10,17,11,5,11,6,8,10,8,15,9,4,7,6,7,9,12,9,47,16,13,12,34,42,6,4,8,10,6,n/a,6,10,7,9,15,7,6,14,,7,41,8
12/9/2019,9,13,13,14,12,13,14,33,20,15,13,26,23,13,23,15,15,30,20,11,16,9,30,12,11,20,18,11,14,11,12,15,12,14,10,7,9,7,8,9,13,11,39,14,12,12,27,37,6,5,8,15,7,n/a,7,7,5,9,16,7,7,11,,6,52,8
13/9/2019,9,8,8,13,10,8,10,26,13,10,8,21,18,8,16,13,11,27,17,10,14,7,31,12,4,10,16,5,13,9,7,13,6,12,7,10,9,6,7,10,14,8,45,14,18,11,43,45,8,4,9,9,7,n/a,7,11,8,8,12,7,7,16,,6,19,4
14/9/2019,6,11,10,14,11,11,14,23,17,11,11,24,18,12,13,9,10,26,17,9,12,8,28,8,5,11,13,4,9,5,6,11,8,14,10,14,10,8,11,15,10,7,21,19,15,7,21,21,8,8,11,15,12,n/a,8,7,7,8,13,8,7,12,,6,6,6
15/9/2019,10,17,13,17,16,13,19,20,19,15,17,30,23,16,18,14,15,34,21,14,15,11,29,11,5,13,13,4,9,9,10,12,13,18,13,16,10,9,15,14,7,9,14,22,14,10,10,13,8,6,15,17,12,n/a,14,7,9,10,10,n/a,11,14,,8,7,8
16/9/2019,11,13,12,16,14,14,18,19,21,15,16,29,21,15,12,11,12,24,19,13,12,14,32,12,7,10,12,7,12,7,10,12,13,19,14,17,11,9,16,14,7,7,18,24,16,11,12,14,9,9,16,20,14,n/a,12,8,14,12,13,10,11,17,,9,6,8
17/9/2019,17,22,19,20,20,20,26,25,26,19,21,36,29,21,17,n/a,17,36,29,16,14,16,21,12,13,15,12,9,12,7,11,13,14,19,16,24,11,11,22,17,9,10,17,27,19,14,14,17,11,9,14,22,14,n/a,16,8,14,12,14,12,12,16,,10,8,11
18/9/2019,16,18,16,19,16,16,20,22,22,17,19,30,26,15,19,n/a,18,38,26,17,18,14,32,16,11,23,17,12,12,12,22,18,17,18,12,17,11,6,16,15,8,11,57,26,22,13,27,52,13,10,11,17,13,n/a,13,8,12,16,18,15,11,15,,14,33,13
19/9/2019,13,18,14,17,17,17,21,22,23,17,18,33,23,16,14,17,18,38,24,15,12,13,29,11,15,30,17,n/a,11,11,15,11,15,16,11,15,11,8,16,10,8,11,66,19,18,8,43,63,12,8,9,14,11,n/a,11,6,18,18,13,16,12,16,,11,49,12
20/9/2019,17,21,14,21,20,19,27,21,29,21,24,50,28,22,21,15,17,35,19,16,16,21,35,13,10,23,13,13,11,10,14,11,10,17,13,16,11,9,15,7,15,11,58,14,14,11,43,54,16,10,12,16,11,n/a,11,7,9,17,11,16,12,14,,8,37,11
21/9/2019,13,11,11,14,13,11,27,21,19,16,18,30,21,17,13,15,11,24,18,11,13,13,26,12,n/a,22,7,8,11,9,15,n/a,8,20,13,16,12,9,17,9,15,8,74,24,15,6,29,49,16,6,15,16,15,n/a,11,5,17,20,11,16,11,9,,8,55,10
22/9/2019,19,18,16,23,19,16,24,29,24,22,20,32,28,19,20,18,20,36,20,15,17,17,27,17,7,21,9,6,11,5,14,n/a,10,19,15,20,12,11,20,14,19,38,66,29,27,6,44,48,13,8,16,18,19,n/a,13,6,23,13,10,14,18,10,,11,69,9
23/9/2019,12,12,12,16,14,16,18,21,18,16,13,28,21,13,n/a,10,11,29,17,8,15,9,28,14,14,13,9,9,11,8,14,n/a,9,22,18,20,12,11,16,21,20,55,53,33,27,5,84,68,17,14,15,20,18,n/a,19,6,23,19,12,18,17,5,,20,54,10
24/9/2019,26,20,22,19,24,18,30,26,26,22,24,30,28,23,26,22,23,39,27,23,25,23,36,25,24,37,20,15,18,18,23,19,14,28,24,26,18,19,24,34,22,41,47,41,34,15,43,60,20,16,25,28,25,n/a,24,22,31,26,16,23,25,21,,27,43,20
25/9/2019,32,35,36,37,33,35,38,46,39,36,39,45,39,33,45,36,34,52,38,32,32,39,43,32,33,54,28,27,21,30,30,30,22,34,29,32,23,23,30,36,21,13,22,36,40,28,21,28,27,20,30,36,33,n/a,31,28,33,28,31,27,30,30,,37,19,36
26/9/2019,27,36,30,31,32,32,36,45,40,40,34,46,42,35,41,39,36,52,36,26,26,32,36,23,35,53,25,28,23,32,32,26,18,34,30,35,24,23,32,34,20,16,19,37,29,22,16,21,28,25,27,37,28,n/a,31,18,31,27,32,29,29,21,,31,14,31
27/9/2019,29,25,27,28,30,26,35,38,33,32,30,41,36,31,40,26,29,41,29,27,30,29,34,25,26,51,24,27,19,31,33,26,19,28,25,33,24,26,32,37,17,14,17,44,35,17,19,22,30,16,19,32,26,n/a,31,16,39,32,20,26,29,21,,32,12,28
28/9/2019,33,38,39,36,38,38,45,48,46,47,41,46,49,44,57,39,36,57,43,38,38,41,51,34,n/a,63,29,27,27,32,33,35,29,31,26,31,25,23,34,32,11,11,14,48,40,n/a,13,21,30,15,26,37,29,n/a,31,25,36,33,36,30,29,26,,39,12,38
29/9/2019,43,41,42,43,41,42,45,54,50,49,46,52,51,46,61,43,41,54,43,44,52,48,60,38,n/a,58,39,36,27,39,41,30,33,35,31,37,28,29,38,45,12,7,11,57,52,36,13,18,32,18,32,38,36,n/a,32,30,41,31,38,26,28,38,,47,7,51
30/9/2019,58,61,61,64,59,59,73,79,69,69,69,83,73,67,67,57,55,69,46,62,66,61,65,44,n/a,57,37,28,24,29,43,36,35,36,33,37,28,26,35,48,18,12,18,61,50,38,14,15,31,16,30,n/a,33,n/a,32,36,37,31,37,27,25,46,,43,9,54
1/10/2019,32,23,26,35,32,31,39,46,34,33,29,46,37,30,45,28,30,37,24,35,42,31,54,35,34,33,24,13,15,13,24,21,15,26,20,33,24,25,30,44,14,9,17,53,46,23,13,15,27,12,31,n/a,28,n/a,28,20,31,32,18,26,17,32,,17,7,26
2/10/2019,20,15,18,21,22,21,23,30,24,20,20,38,27,21,25,17,20,29,21,29,28,21,39,23,20,14,19,11,17,15,21,21,14,16,11,21,16,15,20,29,17,8,19,46,39,20,12,16,22,11,28,n/a,26,n/a,20,16,31,26,20,20,13,26,,11,8,16
3/10/2019,18,16,19,20,22,18,26,30,25,17,22,30,26,21,28,17,18,29,26,24,23,23,41,26,18,12,21,17,17,24,24,26,18,18,12,20,18,14,18,25,16,8,23,42,33,n/a,14,19,15,10,24,n/a,27,n/a,17,12,27,16,25,17,11,23,,10,9,13
4/10/2019,21,22,24,25,24,22,28,29,28,23,25,35,30,27,24,22,23,36,27,24,16,21,38,19,14,20,19,20,14,20,26,21,22,18,13,23,17,15,20,22,16,9,24,34,26,n/a,16,17,14,10,20,n/a,23,n/a,15,13,23,11,25,13,10,19,,7,17,12
5/10/2019,30,22,22,24,23,26,29,33,30,26,27,39,32,26,26,22,23,37,27,23,19,26,38,18,17,30,14,n/a,15,n/a,20,16,18,19,13,16,11,10,16,17,10,10,26,24,23,12,14,15,17,6,14,n/a,13,n/a,15,11,14,15,19,13,9,14,,10,19,16
6/10/2019,25,23,19,21,20,22,28,25,25,28,24,36,33,24,26,21,23,38,22,19,18,21,31,14,17,30,11,13,n/a,14,17,14,9,18,15,20,12,12,16,16,13,13,22,21,22,12,13,12,16,6,13,n/a,16,n/a,17,9,11,15,13,10,16,15,,12,10,18
7/10/2019,21,17,17,18,18,16,21,24,22,19,20,30,27,17,22,16,17,31,20,16,15,15,28,13,26,22,15,14,13,12,21,16,10,17,13,18,11,11,16,16,12,9,18,22,17,9,12,17,12,8,14,n/a,16,n/a,12,9,14,17,16,12,13,10,,18,13,19
8/10/2019,17,16,13,16,17,16,18,25,23,21,20,28,27,16,21,21,18,32,20,16,10,16,29,12,25,31,15,15,14,13,19,17,12,21,17,21,14,11,18,10,11,7,12,31,23,8,11,14,16,11,14,n/a,17,n/a,18,12,15,16,16,17,15,11,,18,8,18
9/10/2019,24,23,18,21,20,19,25,29,26,23,27,35,31,24,25,20,20,39,28,19,15,20,32,17,24,31,17,18,16,19,23,23,16,20,18,23,14,13,19,11,15,7,10,21,23,13,7,11,21,10,15,n/a,15,n/a,19,12,13,20,20,16,14,15,,15,5,17
10/10/2019,31,35,28,31,29,29,33,39,36,34,32,45,44,30,40,31,28,49,41,21,17,26,29,18,31,38,24,n/a,21,n/a,n/a,31,25,24,20,20,14,11,16,12,15,5,16,18,24,18,9,n/a,21,9,12,n/a,12,n/a,16,12,11,21,28,8,11,21,,17,5,23
11/10/2019,30,27,23,26,27,27,32,38,33,32,27,44,33,29,42,21,26,37,32,28,24,25,33,20,20,22,21,23,17,24,24,30,21,14,9,15,14,10,15,15,16,6,16,21,23,21,7,n/a,15,6,9,n/a,11,n/a,14,14,12,17,28,7,8,27,,13,6,21
12/10/2019,25,22,23,26,24,18,28,33,28,25,24,34,30,26,33,18,20,n/a,23,28,28,23,n/a,23,21,20,20,17,14,15,24,20,14,15,12,18,9,10,16,19,21,5,19,22,24,15,9,12,14,8,8,n/a,12,n/a,16,12,12,13,19,7,9,18,,15,6,18
13/10/2019,21,21,16,21,21,19,21,25,24,24,19,34,30,22,29,17,19,33,23,23,23,20,28,16,23,12,17,19,11,17,21,15,17,16,12,17,8,9,11,17,17,6,14,22,20,12,8,11,11,6,9,n/a,11,n/a,14,11,11,13,18,9,12,14,,28,7,26
14/10/2019,16,15,15,17,13,13,17,23,18,16,15,26,24,15,16,14,12,29,19,14,15,13,30,13,n/a,12,15,12,13,10,18,19,13,14,11,18,11,9,14,15,13,7,12,23,19,8,9,11,8,6,7,n/a,13,n/a,9,13,12,11,13,7,11,11,,12,7,10
15/10/2019,19,21,18,22,19,18,22,27,22,20,20,32,27,19,23,18,17,35,28,17,18,20,32,18,n/a,23,20,18,15,16,21,21,15,16,11,19,9,9,13,19,15,7,13,18,21,11,8,8,11,9,9,n/a,12,n/a,10,13,11,15,21,10,17,15,,18,7,19
16/10/2019,19,22,18,19,19,15,21,23,19,19,19,25,29,19,26,19,19,35,25,15,15,19,22,12,n/a,30,14,16,16,16,12,13,13,15,11,17,8,8,n/a,13,13,8,17,17,15,11,12,13,12,9,9,n/a,9,n/a,8,12,10,16,20,10,9,13,,16,11,18
17/10/2019,19,19,16,17,19,17,19,23,21,19,20,28,30,18,25,21,19,37,25,14,13,19,25,12,n/a,28,15,14,14,15,14,16,13,16,13,18,11,9,n/a,15,11,8,9,18,17,9,9,13,13,6,8,n/a,12,n/a,12,14,14,11,14,10,10,14,,18,6,18
