Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,44T,46T,47T,60T,62T,63T,57T,58T,67T,68T,69T,70T(เก่า),70T(ใหม่),71T,72T(เก่า),73T,74T,75T,76T,77T,78T,79T,80T,81T
18/10/2019,20,19,17,19,19,20,23,27,21,20,20,28,25,19,37,17,17,42,26,20,18,24,27,16,n/a,37,17,14,18,12,20,21,14,16,11,17,11,9,16,18,10,7,10,26,23,12,8,13,15,6,11,n/a,13,n/a,15,14,18,12,15,n/a,13,17,,21,6,19
19/10/2019,20,21,19,22,22,20,23,23,24,21,22,28,29,22,33,17,21,50,31,25,18,29,27,17,n/a,33,20,16,15,17,21,23,18,19,15,20,11,11,n/a,26,7,5,8,28,22,16,8,13,13,9,12,n/a,15,n/a,16,14,19,15,17,12,17,23,,23,5,28
20/10/2019,22,23,22,23,23,22,24,26,23,22,21,29,30,23,29,19,20,50,30,24,22,25,27,19,n/a,36,17,18,15,19,21,19,15,22,19,25,10,14,19,23,6,6,8,24,21,17,11,13,15,12,14,n/a,18,n/a,16,14,20,19,17,12,20,19,,23,5,28
21/10/2019,26,28,25,24,26,25,27,36,30,29,26,32,36,30,44,26,27,65,32,26,26,33,35,20,n/a,50,24,18,16,20,25,23,19,23,22,27,12,13,19,27,7,5,9,26,29,19,9,14,16,13,16,n/a,20,n/a,16,16,18,20,23,13,21,30,,25,6,33
22/10/2019,47,52,47,46,45,43,51,58,54,55,50,58,67,45,55,55,49,87,41,40,31,44,43,24,n/a,42,31,30,23,35,40,35,21,25,24,23,13,15,19,28,12,6,9,31,28,21,11,15,19,12,19,n/a,18,n/a,20,13,21,21,36,12,19,21,,25,5,36
23/10/2019,30,23,24,25,25,26,30,43,27,28,24,38,33,28,44,22,23,44,25,33,43,30,53,30,n/a,22,27,26,19,32,25,28,19,23,18,25,14,15,22,28,12,7,16,28,25,26,9,12,12,13,18,n/a,24,n/a,17,18,19,14,34,14,21,38,,25,5,28
24/10/2019,22,20,20,23,21,20,22,34,24,21,20,33,28,20,n/a,14,16,39,22,25,35,20,55,24,n/a,12,22,16,13,19,27,26,15,23,20,25,14,16,23,33,11,5,21,29,24,21,9,10,15,11,18,24,24,n/a,17,18,17,16,24,12,21,33,,25,5,19
25/10/2019,26,27,22,23,27,21,26,36,26,24,22,35,36,23,34,22,22,52,31,26,22,25,47,19,30,19,22,25,15,26,22,33,22,25,21,23,11,13,19,29,10,7,16,26,25,24,8,13,21,10,12,28,20,n/a,18,18,19,21,26,13,24,26,,31,7,24
26/10/2019,27,27,26,24,26,26,26,35,28,26,27,n/a,33,25,34,23,22,51,30,23,24,28,40,20,26,34,27,28,18,29,29,33,22,26,21,24,12,12,21,13,14,9,16,21,22,22,12,13,18,10,11,31,20,n/a,18,18,12,22,28,12,23,23,,21,9,25
27/10/2019,19,20,17,18,19,15,19,23,19,17,16,n/a,23,17,30,17,15,40,24,19,18,18,29,16,28,25,n/a,22,19,22,18,23,15,19,17,19,9,8,16,13,17,9,13,19,19,16,14,14,15,12,9,20,12,n/a,15,14,13,19,23,10,15,18,,19,7,27
28/10/2019,21,21,18,20,17,15,20,28,23,21,19,30,28,18,27,19,17,46,25,19,21,18,35,18,28,27,n/a,23,17,23,20,21,18,20,18,18,11,8,15,20,15,8,11,24,21,19,12,14,15,11,8,23,13,n/a,14,11,11,17,n/a,9,13,15,,21,7,20
29/10/2019,22,22,21,20,21,18,23,32,24,23,21,35,30,18,29,22,19,51,26,19,19,16,39,17,25,29,16,17,14,21,22,19,13,18,15,19,7,8,15,17,13,9,11,20,17,13,12,14,13,11,8,20,15,n/a,19,10,13,12,14,10,17,16,,24,7,22
30/10/2019,21,20,20,20,20,20,20,30,22,20,20,29,28,18,28,19,17,38,24,17,18,21,27,13,25,34,16,15,14,13,17,19,17,14,10,18,8,10,13,12,14,9,16,22,20,11,12,16,8,10,10,14,11,n/a,8,14,12,9,15,9,15,17,,24,9,22
31/10/2019,24,24,23,24,21,19,24,26,27,25,27,30,30,22,34,24,20,37,26,22,21,27,30,16,35,38,18,18,16,15,24,24,18,16,12,16,11,9,15,16,16,9,20,26,28,16,13,n/a,10,7,11,19,14,n/a,13,20,15,10,17,11,17,21,,23,9,30
1/11/2019,15,15,14,13,12,13,17,15,17,13,17,23,22,12,17,13,12,27,19,12,14,13,20,9,25,21,13,11,14,n/a,18,19,13,17,n/a,18,12,9,19,21,23,12,16,21,19,11,10,n/a,11,9,15,22,16,n/a,14,11,14,14,12,11,14,11,,21,8,16
2/11/2019,19,21,18,19,18,18,21,23,25,24,23,34,32,20,20,17,17,33,25,n/a,13,16,29,13,21,29,15,14,16,n/a,26,21,16,17,13,19,9,10,18,10,10,5,16,16,18,13,11,n/a,10,9,10,17,18,n/a,14,13,9,12,21,9,11,16,,11,6,15
3/11/2019,26,31,22,26,22,21,25,31,30,28,24,42,39,21,23,23,22,42,30,n/a,16,19,36,n/a,24,29,20,27,17,27,29,24,19,17,15,21,10,9,16,10,11,5,12,17,18,18,9,n/a,11,11,6,17,11,n/a,13,14,10,12,26,7,12,17,,16,4,15
4/11/2019,24,29,27,29,26,22,31,33,32,31,33,41,36,27,30,24,24,44,34,28,30,25,52,n/a,24,34,22,28,16,27,27,29,21,18,18,21,11,13,18,14,11,8,10,38,40,20,9,n/a,14,9,11,18,16,n/a,16,24,18,14,32,9,14,27,,20,5,21
5/11/2019,40,44,41,42,39,39,41,55,45,48,44,58,54,41,54,43,41,59,45,45,43,45,48,19,44,60,33,30,28,35,39,39,35,24,23,25,15,15,23,26,9,7,14,31,31,30,11,11,18,12,17,25,25,n/a,18,30,21,26,44,10,21,32,,36,9,42
6/11/2019,37,43,36,37,43,35,37,64,44,48,35,49,56,36,67,42,42,56,45,40,40,39,48,19,48,54,39,42,30,48,42,40,36,27,24,27,12,18,26,32,9,11,15,42,41,32,8,14,14,14,20,27,25,n/a,20,30,22,17,49,11,23,32,,34,9,47
7/11/2019,37,42,40,41,40,37,41,57,41,43,42,53,54,36,56,39,39,54,46,39,41,42,59,22,47,55,39,37,31,38,41,45,33,24,21,31,15,n/a,26,31,10,6,16,43,44,30,6,11,10,13,18,27,23,n/a,15,29,26,15,45,15,30,30,,34,9,42
8/11/2019,37,40,40,41,40,38,37,38,40,38,37,45,48,36,48,36,39,52,44,44,41,41,55,23,52,42,36,35,28,35,42,40,37,24,20,30,13,17,28,35,9,8,15,51,49,34,7,10,14,13,27,21,29,n/a,22,34,44,18,36,20,29,50,,43,6,43
9/11/2019,36,40,39,41,40,37,40,43,42,40,38,48,49,36,47,40,38,53,44,39,39,43,52,22,58,52,37,34,34,33,38,39,37,31,26,39,18,30,36,36,9,10,14,44,39,35,8,12,21,15,34,31,39,n/a,36,34,41,26,n/a,28,35,39,,46,7,51
10/11/2019,37,42,41,40,39,38,41,43,44,42,44,46,51,39,46,40,39,52,45,39,41,45,51,22,51,52,38,34,31,30,39,42,34,40,37,38,16,27,38,37,17,13,17,47,46,37,8,10,24,20,26,38,35,n/a,33,33,37,28,35,22,38,39,,45,8,48
11/11/2019,41,51,53,46,48,43,48,53,54,51,53,57,61,46,53,49,47,67,55,48,49,55,61,22,45,61,41,39,39,37,39,43,38,39,39,34,13,18,30,38,35,25,30,43,41,41,17,20,21,19,24,38,31,n/a,27,32,28,28,38,20,31,39,,44,12,49
12/11/2019,41,47,48,47,47,41,49,72,48,49,46,56,55,46,66,43,47,59,50,59,47,50,64,25,42,n/a,40,37,33,38,38,39,37,35,36,29,11,16,26,40,40,28,35,37,40,34,n/a,24,23,16,22,37,26,n/a,24,34,25,28,43,19,27,32,,40,23,48
13/11/2019,34,35,34,34,36,33,36,38,37,36,35,46,44,30,53,35,34,45,35,33,27,33,49,22,55,n/a,29,n/a,25,30,33,35,27,30,27,26,11,16,28,31,37,25,30,21,28,21,18,24,21,16,20,31,25,n/a,24,19,17,23,31,15,25,22,,47,22,42
14/11/2019,25,23,20,22,21,20,25,25,24,21,26,32,29,20,29,22,18,35,24,19,14,21,21,24,n/a,41,18,18,16,n/a,19,16,13,21,18,18,7,9,13,19,30,22,24,18,18,13,19,20,18,12,11,19,14,n/a,17,15,8,17,20,9,13,14,,15,21,19
15/11/2019,27,25,23,24,25,23,25,34,29,31,23,32,31,30,35,23,21,39,26,24,20,29,35,24,n/a,40,23,25,23,24,28,25,21,18,15,16,9,9,14,17,20,12,19,22,27,17,14,18,17,9,12,19,13,n/a,17,20,9,19,29,7,14,22,,22,13,22
16/11/2019,36,34,31,33,35,29,33,50,37,43,31,46,47,34,57,33,34,45,36,37,37,34,58,24,36,48,29,27,23,29,32,35,23,22,19,20,8,10,13,28,18,15,15,32,37,26,15,18,13,9,13,23,16,n/a,14,23,16,19,33,8,15,n/a,,30,15,40
17/11/2019,n/a,34,36,36,32,31,38,41,37,35,36,49,43,37,51,30,28,42,39,39,44,37,57,n/a,35,29,n/a,27,23,32,30,43,26,22,18,21,10,11,15,31,22,14,17,37,31,33,16,16,11,9,15,23,19,n/a,15,23,17,13,31,11,19,n/a,,31,12,33
18/11/2019,n/a,37,34,34,29,31,38,40,36,34,34,45,38,33,43,24,26,38,34,37,40,32,61,19,37,24,n/a,28,25,31,29,41,21,20,13,21,10,11,19,35,20,12,16,35,31,33,13,16,13,10,15,25,23,n/a,18,24,17,15,30,13,22,n/a,,30,13,31
19/11/2019,31,30,29,32,33,27,31,35,33,29,30,43,39,29,47,26,29,42,31,36,33,37,47,n/a,50,35,n/a,30,24,36,27,33,28,24,19,24,9,12,21,30,18,10,17,21,23,28,14,16,18,12,17,30,24,n/a,21,20,18,26,34,15,22,26,,32,11,40
20/11/2019,19,22,20,21,21,21,22,24,22,18,19,27,31,17,26,18,20,36,26,22,21,19,29,16,45,27,23,22,21,22,n/a,22,16,26,22,23,9,12,18,22,10,8,13,21,23,18,16,15,20,16,17,29,20,n/a,19,19,16,26,26,14,21,19,,27,7,32
21/11/2019,24,24,25,24,25,20,24,23,25,22,24,32,35,20,32,24,21,39,27,26,27,24,37,23,49,41,26,22,23,23,n/a,30,23,25,22,23,10,11,19,26,13,9,14,27,27,22,15,17,17,16,20,28,22,n/a,19,23,18,29,23,13,19,25,,30,12,39
22/11/2019,26,26,26,24,24,18,26,32,27,27,25,38,36,23,40,25,27,40,26,25,26,26,41,21,47,50,29,25,22,21,22,26,25,28,22,27,11,15,24,28,15,11,14,29,27,20,12,13,18,13,20,31,24,n/a,20,20,20,29,31,13,23,26,,27,11,41
23/11/2019,30,33,n/a,29,27,23,31,44,31,35,30,37,39,30,57,35,29,47,29,32,37,36,50,26,37,56,28,33,22,26,27,36,25,34,29,27,12,15,26,32,15,12,11,33,36,22,11,16,27,17,20,33,27,n/a,22,23,21,32,n/a,12,27,26,,26,9,44
24/11/2019,29,29,n/a,25,27,25,28,37,34,31,27,37,38,28,n/a,27,25,44,27,29,40,30,47,n/a,41,53,30,26,25,26,27,33,22,32,26,32,13,17,27,29,15,11,16,37,30,26,12,16,27,17,19,33,33,n/a,26,21,22,34,n/a,15,26,25,,34,13,46
25/11/2019,29,29,n/a,31,27,30,31,40,33,35,35,41,36,35,n/a,30,26,43,25,32,38,42,43,n/a,39,57,29,28,26,24,21,29,21,30,26,30,14,20,28,31,16,10,11,26,25,22,8,12,26,17,22,34,23,n/a,25,18,20,35,31,17,32,22,,33,9,41
26/11/2019,22,22,n/a,24,22,21,24,24,27,25,27,32,29,25,33,19,21,34,23,25,20,26,34,n/a,41,48,17,21,17,18,20,19,16,27,24,28,13,14,25,26,8,8,8,32,26,19,7,11,29,18,20,37,31,n/a,24,16,20,37,n/a,18,25,24,,31,7,34
27/11/2019,26,21,19,22,22,22,28,31,25,26,29,34,29,25,33,22,21,35,20,22,19,29,27,21,39,47,18,21,15,19,21,23,18,28,21,28,13,15,25,28,9,8,11,21,20,20,9,12,26,16,17,37,27,n/a,28,13,20,33,n/a,15,25,15,,29,8,n/a
28/11/2019,18,13,14,18,16,15,18,22,18,17,16,26,20,17,26,14,14,31,18,18,14,20,19,14,34,32,16,16,14,18,19,19,16,26,19,24,13,14,19,25,9,8,12,21,17,11,14,14,22,14,16,31,19,n/a,25,11,17,n/a,n/a,14,19,10,,22,8,27
29/11/2019,19,17,15,19,18,18,20,21,21,19,21,24,n/a,20,27,18,15,32,26,22,21,23,28,n/a,33,30,14,13,16,14,19,19,16,28,20,24,11,15,19,23,10,10,14,26,23,14,12,13,23,15,19,31,22,n/a,25,15,20,n/a,15,13,21,17,,21,10,22
30/11/2019,20,21,16,20,19,18,21,26,22,21,22,28,28,20,30,21,18,34,25,24,16,24,27,n/a,35,43,16,18,14,22,23,18,16,30,22,28,16,15,24,30,9,9,12,19,17,18,8,10,26,16,19,32,27,n/a,26,18,21,n/a,19,12,28,13,,24,8,32
1/12/2019,20,21,16,19,23,18,20,29,22,24,22,28,30,23,31,23,20,37,26,22,26,27,30,n/a,43,42,18,20,16,22,19,21,19,28,22,28,14,13,22,30,11,10,12,22,18,19,5,9,29,17,18,35,28,n/a,26,17,17,43,17,12,n/a,17,3,28,8,32
2/12/2019,19,17,14,17,18,13,19,28,17,17,15,21,25,16,29,14,15,31,21,20,18,20,25,n/a,38,37,19,19,19,14,19,21,19,29,24,28,11,13,21,26,11,8,13,19,18,13,12,12,29,16,20,35,25,n/a,34,14,21,44,18,16,n/a,14,4,28,10,34
3/12/2019,22,23,19,23,23,19,23,24,27,24,25,26,32,n/a,27,21,20,32,22,22,20,23,23,17,29,28,19,18,16,17,23,21,15,30,24,24,10,11,19,21,15,9,14,25,25,14,17,17,32,19,21,33,23,n/a,33,18,19,41,19,16,n/a,20,4,21,11,23
4/12/2019,29,29,21,27,27,29,29,32,32,29,30,31,38,n/a,39,27,26,42,27,30,27,33,35,29,47,56,27,24,19,23,24,29,27,34,26,27,14,14,22,30,14,9,18,38,34,23,20,24,27,20,25,35,39,n/a,37,24,30,23,22,15,28,30,11,33,16,34
5/12/2019,31,31,24,30,30,28,31,30,33,32,32,33,39,32,48,30,27,45,30,31,30,36,36,27,63,48,27,26,23,28,36,33,33,30,22,30,17,22,26,36,16,13,19,43,40,28,23,22,24,20,27,35,34,n/a,37,26,33,22,29,18,29,32,12,40,15,39
6/12/2019,35,32,30,35,34,33,34,40,37,37,37,40,43,34,50,31,29,44,29,34,35,40,41,36,59,56,26,25,24,25,36,34,33,28,22,29,19,23,27,33,19,18,20,40,39,27,16,20,24,23,29,35,32,n/a,33,25,33,22,25,23,30,38,13,44,17,39
7/12/2019,32,30,26,30,30,27,31,30,32,33,35,37,38,32,50,30,27,43,30,32,31,39,35,32,49,60,30,27,18,27,33,38,31,29,23,29,19,25,28,38,22,17,16,41,37,27,15,22,27,28,29,37,39,n/a,39,25,31,24,25,21,29,33,13,42,13,33
8/12/2019,41,38,33,43,40,37,42,46,45,45,45,52,50,40,51,37,36,50,29,37,36,n/a,34,36,50,57,32,43,25,41,34,35,34,32,24,32,21,29,32,36,22,18,19,39,38,30,19,20,24,28,25,44,38,n/a,43,29,35,23,37,23,35,38,n/a,43,15,42
9/12/2019,42,38,30,41,38,36,44,48,46,48,45,49,51,45,56,35,31,52,29,45,36,n/a,40,37,60,69,27,28,25,28,35,30,30,32,28,36,21,30,33,41,23,21,19,51,42,26,22,27,23,31,28,48,51,n/a,42,25,41,26,27,27,37,34,n/a,45,17,47
10/12/2019,48,48,37,40,44,44,45,56,53,55,47,52,65,49,63,52,43,66,31,46,46,58,55,46,59,81,28,33,28,32,37,40,32,36,30,35,22,26,37,47,22,16,20,65,62,32,16,20,27,26,31,45,43,n/a,45,34,45,34,37,27,35,42,11,47,12,55
11/12/2019,68,50,39,54,48,51,56,76,52,73,60,59,66,66,70,55,46,65,34,58,66,74,65,57,68,92,45,40,36,36,41,48,42,39,35,50,22,34,48,68,17,15,20,64,73,35,21,23,32,31,33,57,55,n/a,47,42,43,39,40,26,n/a,43,11,62,16,72
12/12/2019,47,52,33,50,46,47,51,56,46,48,48,58,61,45,70,52,41,62,34,53,64,58,68,53,75,94,48,44,37,39,46,50,46,44,41,55,21,32,44,70,19,16,21,63,69,34,22,25,37,38,35,62,62,n/a,50,41,48,40,48,31,88,47,10,69,16,72
13/12/2019,51,49,33,44,45,43,47,58,46,54,46,52,58,50,69,49,37,59,31,48,47,60,59,52,69,96,44,42,42,36,40,40,38,45,41,53,34,36,50,65,18,18,17,51,69,33,17,18,32,38,38,64,53,n/a,53,32,39,42,41,30,73,46,11,66,13,71
14/12/2019,44,41,34,42,38,37,44,46,44,46,43,54,51,42,58,40,34,54,29,41,44,51,47,42,62,70,31,35,28,31,33,32,37,43,38,44,32,31,42,59,19,16,18,36,50,31,15,20,32,38,31,59,45,n/a,50,26,33,54,34,30,59,36,14,54,15,56
15/12/2019,47,40,34,45,39,39,43,47,46,50,44,52,52,45,57,41,35,55,32,n/a,43,49,54,40,50,61,29,37,28,32,36,29,31,41,36,37,36,31,37,50,17,12,15,44,49,28,14,14,36,30,29,54,45,n/a,46,24,26,43,36,27,50,31,8,47,9,53
16/12/2019,40,35,30,38,35,38,41,44,40,40,39,48,46,38,47,36,32,48,27,36,53,44,62,48,58,55,28,27,26,24,35,24,26,37,41,43,39,35,42,47,16,15,13,39,39,25,15,14,32,26,28,54,49,n/a,44,24,25,41,28,23,51,30,7,50,10,55
17/12/2019,36,33,28,34,31,34,36,39,39,37,41,47,42,36,47,38,28,49,26,37,46,47,58,42,64,74,33,28,36,29,39,32,28,38,37,42,38,29,41,46,16,15,11,40,42,26,11,14,33,25,25,53,44,n/a,52,26,26,39,37,23,39,37,5,46,8,62
18/12/2019,35,36,28,36,38,33,36,43,37,35,33,46,49,33,47,37,32,51,28,32,41,34,60,38,53,54,40,36,30,28,44,49,37,32,33,43,39,24,38,45,17,11,12,40,40,26,14,11,32,19,26,56,39,n/a,53,27,26,32,38,20,36,33,4,48,8,46
19/12/2019,42,40,29,37,38,32,41,45,40,42,38,47,58,37,50,35,34,61,29,42,48,38,74,43,50,34,32,25,22,25,37,41,38,30,28,37,38,27,39,45,10,9,13,33,39,35,10,12,33,16,25,53,37,n/a,53,26,26,32,27,19,38,29,5,51,8,37
20/12/2019,42,38,29,36,34,34,42,45,40,42,37,50,49,39,51,33,30,53,28,41,41,39,64,42,56,24,32,26,27,28,45,46,42,37,37,45,42,33,43,41,10,6,11,34,33,29,14,13,33,19,27,56,41,n/a,47,27,25,34,30,23,40,31,5,50,8,40
21/12/2019,38,37,28,34,36,30,37,44,39,38,35,49,53,36,50,28,31,55,27,40,45,42,65,45,51,25,34,26,28,25,46,42,33,33,29,42,43,32,42,38,15,9,13,34,42,34,14,18,26,21,26,51,35,n/a,44,29,26,42,30,22,46,36,5,48,10,42
22/12/2019,32,32,25,30,29,29,31,34,32,31,30,48,45,29,41,26,27,42,26,36,49,31,71,53,52,23,41,29,22,24,34,48,28,28,27,38,39,28,35,45,19,14,17,48,48,45,17,19,17,17,32,41,40,n/a,31,34,32,23,32,23,42,36,11,46,15,35
23/12/2019,30,27,25,28,27,25,30,35,31,28,27,37,37,28,40,24,22,36,22,36,43,30,76,44,45,24,31,24,20,27,32,38,25,26,23,39,37,29,36,47,23,16,19,50,52,31,18,21,18,14,37,46,45,n/a,32,35,38,21,27,28,40,52,10,47,13,36
24/12/2019,30,28,25,28,27,27,32,38,34,29,30,45,39,29,37,24,22,34,23,35,47,36,87,55,47,22,29,20,25,26,29,38,30,31,31,45,44,38,46,55,21,18,18,60,47,33,18,20,23,19,39,50,54,n/a,37,32,40,23,26,29,46,49,12,59,14,29
25/12/2019,30,27,25,33,30,31,33,36,35,30,32,46,39,30,40,22,27,35,22,35,39,32,67,52,44,23,32,24,27,29,29,51,27,40,42,67,56,51,62,66,20,15,19,53,56,34,19,21,32,26,46,60,69,n/a,56,38,44,34,30,39,57,54,15,54,18,35
26/12/2019,30,25,22,30,26,26,31,42,30,29,28,41,36,30,44,21,24,34,20,35,47,35,56,53,47,28,27,24,24,30,31,39,27,36,37,64,49,44,68,74,20,16,19,71,61,36,16,17,35,28,61,58,80,n/a,63,36,50,32,29,49,49,53,15,50,18,40
27/12/2019,36,36,29,38,34,33,35,45,37,35,37,49,45,34,46,32,30,46,29,40,59,43,63,55,57,26,30,25,30,27,39,36,34,52,52,78,64,49,77,62,23,14,22,32,44,35,19,22,39,24,53,69,75,n/a,56,43,43,37,30,43,53,48,15,67,12,41
28/12/2019,36,37,30,35,33,33,37,38,36,35,33,40,47,33,36,31,30,47,30,37,44,41,38,46,53,28,38,35,38,36,39,44,35,70,70,78,48,41,63,33,22,15,15,28,32,34,17,20,48,27,30,80,61,n/a,51,33,25,50,37,27,67,38,15,58,11,37
29/12/2019,41,40,32,39,37,36,41,40,43,43,39,44,55,38,44,40,35,58,35,37,42,41,36,41,61,44,41,n/a,43,37,46,49,40,49,45,59,45,40,54,46,23,20,16,37,35,36,14,17,19,22,24,56,44,n/a,35,39,26,23,40,20,51,32,11,52,12,37
30/12/2019,37,39,32,37,38,35,38,39,39,40,37,42,52,37,46,34,32,53,33,41,48,44,30,44,59,47,45,n/a,35,43,39,46,41,34,28,26,n/a,n/a,30,50,19,11,12,36,34,36,14,16,16,27,24,30,22,n/a,21,42,29,18,45,20,44,34,11,51,9,54
31/12/2019,41,33,32,40,29,36,41,39,36,40,43,45,48,40,43,36,28,55,26,35,34,48,26,35,59,43,33,35,30,33,36,35,36,34,27,24,22,19,24,43,16,10,11,31,21,31,14,15,19,29,24,30,24,n/a,24,26,25,21,38,17,41,26,10,48,7,44
